registered_bank_size,evaluation_scope,analysis_population,gold_count,estimand,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed,sign_flip_p,sign_flip_method,inferential_status,holm_family,holm_p
125,full_panel,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.9195402298850573,0.8160919540229884,1.0,29,29,0.9195402298850573,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.6551724137931034,0.4827586206896552,0.8275862068965517,29,29,0.6551724137931034,1.0,9.999950000249999e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.8160919540229884,0.6781609195402298,0.9310344827586207,29,29,0.8160919540229884,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.711111111111111,0.5444444444444444,0.8666666666666667,30,30,0.711111111111111,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,full_panel,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.6222222222222221,0.45555555555555555,0.7777777777777778,30,30,0.6222222222222221,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K125:full_panel:clean_correct_only,4.4999775001124996e-05
125,discovery,all_examples,2,selected_failure_minus_mean_random_failure,0.8039215686274509,0.6078431372549019,0.9607843137254901,17,17,0.8039215686274509,1.0,0.00012969871750856393,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.0005187948700342557
125,discovery,all_examples,3,selected_failure_minus_mean_random_failure,0.875,0.6875,1.0,16,16,0.875,1.0,0.00013732700611868105,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.0005187948700342557
125,discovery,all_examples,4,selected_failure_minus_mean_random_failure,0.8421052631578947,0.6842105263157895,1.0,19,19,0.8421052631578947,1.0,3.242486491229074e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.00022697405438603518
125,discovery,all_examples,5,selected_failure_minus_mean_random_failure,0.8947368421052632,0.7368421052631579,1.0,19,19,0.8947368421052632,1.0,1.7166104953565686e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.0001373288396285255
125,discovery,all_examples,6,selected_failure_minus_mean_random_failure,0.8833333333333334,0.7333333333333333,1.0,20,20,0.8833333333333334,1.0,8.58306066221174e-06,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,7.724754595990566e-05
125,discovery,all_examples,7,selected_failure_minus_mean_random_failure,0.6842105263157895,0.47368421052631576,0.8947368421052632,19,19,0.6842105263157895,1.0,0.0002460475043344415,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.0005187948700342557
125,discovery,all_examples,8,selected_failure_minus_mean_random_failure,0.8245614035087719,0.6491228070175438,0.982456140350877,19,19,0.8245614035087719,1.0,3.242486491229074e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.00022697405438603518
125,discovery,all_examples,9,selected_failure_minus_mean_random_failure,0.7333333333333333,0.5333333333333333,0.9,20,20,0.7333333333333333,1.0,6.198877144930701e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.00030994385724653507
125,discovery,all_examples,10,selected_failure_minus_mean_random_failure,0.6,0.38333333333333336,0.8,20,20,0.6,1.0,0.0002450940655764908,exact,descriptive_count_stratum,count_strata:K125:discovery:all_examples,0.0005187948700342557
125,discovery,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.8039215686274509,0.6078431372549019,0.9607843137254901,17,17,0.8039215686274509,1.0,0.00012969871750856393,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.0005187948700342557
125,discovery,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.875,0.6875,1.0,16,16,0.875,1.0,0.00013732700611868105,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.0005187948700342557
125,discovery,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.8421052631578947,0.6842105263157895,1.0,19,19,0.8421052631578947,1.0,3.242486491229074e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.00022697405438603518
125,discovery,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.9444444444444444,0.8333333333333334,1.0,18,18,0.9444444444444444,1.0,1.9073413568826414e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.0001525873085506113
125,discovery,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.9298245614035089,0.8070175438596491,1.0,19,19,0.9298245614035089,1.0,9.536724974203159e-06,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,8.583052476782843e-05
125,discovery,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.6842105263157895,0.47368421052631576,0.8947368421052632,19,19,0.6842105263157895,1.0,0.0002460475043344415,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.0005187948700342557
125,discovery,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.8245614035087719,0.6491228070175438,0.982456140350877,19,19,0.8245614035087719,1.0,3.242486491229074e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.00022697405438603518
125,discovery,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.7333333333333333,0.5333333333333333,0.9,20,20,0.7333333333333333,1.0,6.198877144930701e-05,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.00030994385724653507
125,discovery,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.6,0.3833333333333333,0.8,20,20,0.6,1.0,0.0002450940655764908,exact,descriptive_count_stratum,count_strata:K125:discovery:clean_correct_only,0.0005187948700342557
