target,model_label,prompt_mode,selection_rule,selected_spec,replicate,coefficient,value
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,222,intercept,1.1831807332030606
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,222,needle_linear,-1.2253524027453675
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,223,intercept,1.0143295894399795
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,223,needle_linear,-1.0032791282189377
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,224,intercept,1.1219611766278625
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,224,needle_linear,-1.0419197752832696
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,225,intercept,0.8725166281003103
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,225,needle_linear,-1.4282908132677863
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,226,intercept,0.3783007868024039
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,226,needle_linear,-0.7880038297257915
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,227,intercept,0.8847442438608485
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,227,needle_linear,-0.6495952219927309
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,228,intercept,0.5971979550952053
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,228,needle_linear,-0.8002193273901125
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,229,intercept,0.5422002327970539
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,229,needle_linear,-0.7888650188606564
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,230,intercept,0.5405737248654383
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,230,needle_linear,-0.7571855783774967
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,231,intercept,0.8209037071835179
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,231,needle_linear,-0.9082075778298676
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,232,intercept,0.8692826235164007
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,232,needle_linear,-1.0391931393325011
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,233,intercept,1.0276263332767033
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,233,needle_linear,-1.1315059586907377
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,234,intercept,0.6983805686150759
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,234,needle_linear,-1.103960031947058
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,235,intercept,0.7002557243555196
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,235,needle_linear,-1.3765612550703585
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,236,intercept,1.1040570804140406
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,236,needle_linear,-0.8332902585714204
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,237,intercept,1.1504838881907926
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,237,needle_linear,-1.1492426521122188
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,238,intercept,0.4237725463916404
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,238,needle_linear,-0.7402464985029025
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,239,intercept,0.7123140094677833
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,239,needle_linear,-0.9794211612051624
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,240,intercept,1.2278655016258282
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,240,needle_linear,-1.4354975099438456
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,241,intercept,0.7943809814561982
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,241,needle_linear,-1.0014222344891772
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,242,intercept,0.5378310265326527
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,242,needle_linear,-0.7554590118037648
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,243,intercept,0.8981288707166762
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,243,needle_linear,-1.0981590234565435
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,244,intercept,0.48895221624852386
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,244,needle_linear,-1.1183780933511394
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,245,intercept,0.838702060832237
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,245,needle_linear,-0.8778634659894744
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,246,intercept,1.1738836162356756
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,246,needle_linear,-0.8664826881198319
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,247,intercept,0.615954687033269
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,247,needle_linear,-1.2207470532188218
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,248,intercept,0.6310539528815504
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,248,needle_linear,-0.7771304477689169
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,249,intercept,0.6768840076246964
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,249,needle_linear,-1.3626624367845734
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,250,intercept,1.357311809980789
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,250,needle_linear,-1.1183632275523006
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,251,intercept,0.8472759573173572
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,251,needle_linear,-0.9181357192433869
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,252,intercept,1.0247295788560422
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,252,needle_linear,-1.2769028239972744
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,253,intercept,1.134190335818313
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,253,needle_linear,-1.0673209687849292
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,254,intercept,1.116873054781315
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,254,needle_linear,-2.0662430383991177
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,255,intercept,1.0666736390475837
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,255,needle_linear,-1.3440363460331777
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,256,intercept,0.8831161009603645
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,256,needle_linear,-0.8112004555206521
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,257,intercept,0.6580855569446856
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,257,needle_linear,-1.249674226326778
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,258,intercept,0.9170744635869842
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,258,needle_linear,-0.8522280798287337
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,259,intercept,0.6418188231339893
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,259,needle_linear,-1.0194906779319879
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,260,intercept,0.9534776761050656
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,260,needle_linear,-1.270812012643052
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,261,intercept,0.7566232382309341
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,261,needle_linear,-1.0771173975284154
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,262,intercept,0.931039227514049
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,262,needle_linear,-1.0723025291975008
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,263,intercept,0.9977066140872412
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,263,needle_linear,-0.8261727250367483
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,264,intercept,0.6985751073903779
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,264,needle_linear,-0.7054974930466876
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,265,intercept,1.1564448281173692
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,265,needle_linear,-0.9123935770062617
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,266,intercept,0.7450712910110205
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,266,needle_linear,-0.7944385220015052
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,267,intercept,0.77569737432397
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,267,needle_linear,-0.8473318650610968
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,268,intercept,0.7147224261746068
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,268,needle_linear,-1.3429108549485413
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,269,intercept,0.9391746418666048
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,269,needle_linear,-0.9559053865029079
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,270,intercept,1.0533447384522088
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,270,needle_linear,-0.8479030668210498
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,271,intercept,0.8729296799424388
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,271,needle_linear,-0.698723459887159
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,272,intercept,0.8929736259053348
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,272,needle_linear,-1.1152534543165575
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,273,intercept,0.5850704615451393
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,273,needle_linear,-0.6762128542964376
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,274,intercept,1.0648363947389978
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,274,needle_linear,-1.0954512408108088
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,275,intercept,1.1206128836797278
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,275,needle_linear,-0.8613823436193965
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,276,intercept,0.9017359676778044
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,276,needle_linear,-1.3134915094441924
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,277,intercept,0.4672986942539684
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,277,needle_linear,-0.836327683314612
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,278,intercept,0.9306303647949292
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,278,needle_linear,-1.1605966090474034
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,279,intercept,0.6302819804288103
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,279,needle_linear,-1.032857963971066
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,280,intercept,0.7712875133150415
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,280,needle_linear,-1.3570892804138261
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,281,intercept,0.43693929079241095
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,281,needle_linear,-1.0210553855060336
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,282,intercept,0.8793335277657662
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,282,needle_linear,-1.0636113977853712
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,283,intercept,0.8757974028747318
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,283,needle_linear,-1.3914355571262091
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,284,intercept,0.7216735994674383
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,284,needle_linear,-0.8412056135960632
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,285,intercept,0.7710536245270883
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,285,needle_linear,-0.8162308376426212
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,286,intercept,1.118478846372033
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,286,needle_linear,-1.8496930275998877
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,287,intercept,0.8300964122710635
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,287,needle_linear,-0.883419193790754
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,288,intercept,0.7539242814219889
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,288,needle_linear,-1.1532099187951073
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,289,intercept,0.7502228502189578
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,289,needle_linear,-0.8349039369851174
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,290,intercept,0.5866556333550583
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,290,needle_linear,-1.0375321129974624
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,291,intercept,0.8538151408561889
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,291,needle_linear,-0.8762102301899278
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,292,intercept,0.6840895093467643
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,292,needle_linear,-1.3589717084386397
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,293,intercept,1.1628186269886458
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,293,needle_linear,-1.318300874395539
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,294,intercept,0.7484576447387469
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,294,needle_linear,-1.2156583477667404
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,295,intercept,0.7063759162826451
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,295,needle_linear,-0.7731960028057127
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,296,intercept,1.0595317293330189
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,296,needle_linear,-0.9069214185509619
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,297,intercept,0.576019253180607
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,297,needle_linear,-1.0968734417640476
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,298,intercept,0.7762798220314835
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,298,needle_linear,-1.1521375683775517
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,299,intercept,1.345732405511033
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,299,needle_linear,-1.525763171785536
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,300,intercept,0.4820029893344798
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,300,needle_linear,-0.8816919057794923
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,301,intercept,0.6475435375770539
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,301,needle_linear,-0.7231387436479085
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,302,intercept,0.5612090478410708
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,302,needle_linear,-0.7133382479542365
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,303,intercept,0.8602051398204361
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,303,needle_linear,-0.8870244832985297
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,304,intercept,0.8780911785056391
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,304,needle_linear,-1.364925583848376
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,305,intercept,0.8023002205134004
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,305,needle_linear,-1.0700768439770547
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,306,intercept,0.5257034572970993
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,306,needle_linear,-0.8584119274228755
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,307,intercept,0.7760185335462483
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,307,needle_linear,-0.7750809792586877
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,308,intercept,0.7471586342774312
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,308,needle_linear,-1.3140641429361215
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,309,intercept,1.0868819794585043
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,309,needle_linear,-0.8705372817235039
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,310,intercept,1.034988212271124
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,310,needle_linear,-1.3013203087010239
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,311,intercept,0.7294467642506635
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,311,needle_linear,-0.7487288511517062
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,312,intercept,0.7494983891391725
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,312,needle_linear,-1.1528455819433607
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,313,intercept,0.545662826448609
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,313,needle_linear,-0.6227025052347747
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,314,intercept,1.2582067606275473
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,314,needle_linear,-1.4854637501272734
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,315,intercept,0.742660981462768
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,315,needle_linear,-0.9350877726462953
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,316,intercept,0.8390171845565678
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,316,needle_linear,-0.9654215232952942
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,317,intercept,1.0304636474922242
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,317,needle_linear,-1.0539587689610668
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,318,intercept,0.6590365672360767
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,318,needle_linear,-0.8343864621637372
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,319,intercept,0.7712492551942262
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,319,needle_linear,-0.7441869835900993
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,320,intercept,0.4695442731069951
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,320,needle_linear,-0.937950742541039
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,321,intercept,0.9762762104482524
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,321,needle_linear,-1.2439491027579712
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,322,intercept,0.6480585737142288
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,322,needle_linear,-0.8056406925909386
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,323,intercept,0.7768199840760996
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,323,needle_linear,-1.0265728193681445
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,324,intercept,0.5448354985006888
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,324,needle_linear,-0.8361287619992327
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,325,intercept,0.7727274160263181
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,325,needle_linear,-0.9958418295999607
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,326,intercept,0.6373381282172189
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,326,needle_linear,-0.8574060391103958
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,327,intercept,0.7623090677824773
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,327,needle_linear,-1.07878060978871
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,328,intercept,0.5613896238065395
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,328,needle_linear,-0.709850799719506
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,329,intercept,0.7763424229698215
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,329,needle_linear,-1.1530457917091446
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,330,intercept,0.8422347141229686
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,330,needle_linear,-1.313650791672216
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,331,intercept,1.187624615937607
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,331,needle_linear,-0.9889724393333877
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,332,intercept,0.40817640330501903
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,332,needle_linear,-0.9080034847700889
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,333,intercept,0.6688497614650141
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,333,needle_linear,-1.0765443318664094
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,334,intercept,1.064795291943108
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,334,needle_linear,-1.612432345995656
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,335,intercept,0.7769257304906981
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,335,needle_linear,-1.7031633434588154
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,336,intercept,0.6595027879251876
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,336,needle_linear,-0.9855452207204523
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,337,intercept,0.7265453590084197
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,337,needle_linear,-1.3247998732272463
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,338,intercept,0.7830343934090541
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,338,needle_linear,-0.9693324254168533
exact,Qwen3-1.7B,native_thinking,one_se,linear_needles_only__identity__logistic__0.3,339,intercept,0.45157802293755217
